Module	Section	Sample Name	Source
FastQC	all_sections	PDAC200Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC200Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC200Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC200Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC201T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC201T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC201Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC201Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC202Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC202Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC203T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC203T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC203Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC203Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC204T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC204T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC204Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC204Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC205T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC205T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC205Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC205Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC206T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC206T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC206Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC206Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC207T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC207T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC207Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC207Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC208T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC208T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC208Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC208Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC209T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC209T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC209Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC209Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC210T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC210T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC210Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC210Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC211T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC211T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC211Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC211Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC212T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC212T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC212T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC212T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC213T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC213T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC213Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC213Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC214T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC214T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC214Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC214Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC215T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC215T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC215Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC215Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC216T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC216T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC216Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC216Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC217T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC217T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC217Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC217Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC218T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC218T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC218Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC218Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC219T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC219T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC219Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC219Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC220T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC220T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC220Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC220Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC221T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC221T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC221Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC221Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC222T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC222T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC222Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC222Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC223T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC223T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC223Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC223Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC224T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC224T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC224Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC224Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC225T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC225T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC225Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC225Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC226T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC226T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC226Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC226Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226Tkf1_rev_fastqc.zip
FastQC	all_sections	PDAC227T_F8-9kf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227T_F8-9kf1_fwd_fastqc.zip
FastQC	all_sections	PDAC227T_F8-9kf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227T_F8-9kf1_rev_fastqc.zip
FastQC	all_sections	PDAC227Tkf1_fwd	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227Tkf1_fwd_fastqc.zip
FastQC	all_sections	PDAC227Tkf1_rev	/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC227Tkf1_rev_fastqc.zip
