NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	GJD3	194	0.03609682247042656	-0.16044585	No	
row_1	CD163	198	0.03604154288768768	-0.12323098	No	
row_2	SFN	216	0.03573114052414894	-0.10085611	No	
row_3	PIP5K1C	236	0.03523343801498413	-0.081108436	No	
row_4	SSC5D	296	0.03403480723500252	-0.104109555	No	
row_5	SH3GL1	341	0.03241134434938431	-0.11339893	No	
row_6	TBC1D10A	356	0.03160220757126808	-0.092537604	No	
row_7	BLOC1S3	497	-0.0019988901913166046	-0.23522894	No	
row_8	RAB3IP	502	-0.01636349782347679	-0.22106352	No	
row_9	CHML	623	-0.02492162398993969	-0.31740677	No	
row_10	SAR1B	651	-0.025721782818436623	-0.31658155	No	
row_11	RAB21	707	-0.02764413133263588	-0.3425913	Yes	
row_12	BLOC1S6	736	-0.028380297124385834	-0.33982712	Yes	
row_13	EXOC5	753	-0.029038727283477783	-0.323904	Yes	
row_14	RAB8B	756	-0.02910437621176243	-0.2934147	Yes	
row_15	KIF23	766	-0.029419200494885445	-0.26981956	Yes	
row_16	DYNC1LI1	787	-0.030105656012892723	-0.25684366	Yes	
row_17	ACTR10	798	-0.03047449141740799	-0.23310313	Yes	
row_18	CAPZA1	836	-0.03182010352611542	-0.23580757	Yes	
row_19	RALA	865	-0.0329376719892025	-0.22794497	Yes	
row_20	TMED2	880	-0.03331722319126129	-0.20516503	Yes	
row_21	RAB33B	896	-0.03381999954581261	-0.1828578	Yes	
row_22	CNIH1	899	-0.03401152044534683	-0.14687876	Yes	
row_23	RAB5A	903	-0.03406983241438866	-0.111869685	Yes	
row_24	SNAP23	919	-0.03459591418504715	-0.08869443	Yes	
row_25	RAB30	932	-0.035056281834840775	-0.06189856	Yes	
row_26	TRAPPC6B	942	-0.03543683513998985	-0.03157137	Yes	
row_27	MAN1A2	967	-0.03682051971554756	-0.015224168	Yes	
row_28	ARL1	975	-0.03766742721199989	0.019668829	Yes	
