NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	BTK	12	0.04025448113679886	0.032794017	No	
row_1	VEGFA	171	0.036690402776002884	-0.08955409	No	
row_2	CD163	198	0.03604154288768768	-0.07598506	No	
row_3	VIPR2	337	0.03246614709496498	-0.18237418	No	
row_4	SH3GL1	341	0.03241134434938431	-0.1490733	No	
row_5	BAIAP2	459	0.02324632555246353	-0.24407957	No	
row_6	RBBP7	507	-0.01750260964035988	-0.2730738	No	
row_7	PTGES3	549	-0.021609218791127205	-0.291244	No	
row_8	RPL10L	562	-0.022355083376169205	-0.27855572	No	
row_9	PSMB6	573	-0.02298470214009285	-0.26308984	No	
row_10	GTF2A2	688	-0.02677139826118946	-0.35103092	Yes	
row_11	PSMD1	698	-0.0272202230989933	-0.3297722	Yes	
row_12	DAD1	709	-0.02770339511334896	-0.30900598	Yes	
row_13	CD9	713	-0.027785083279013634	-0.2809016	Yes	
row_14	GNG12	730	-0.028183018788695335	-0.2658078	Yes	
row_15	DRD1	759	-0.029213078320026398	-0.26197934	Yes	
row_16	RBBP4	764	-0.02933604270219803	-0.23316804	Yes	
row_17	PSMA6	778	-0.029912307858467102	-0.2130262	Yes	
row_18	DYNC1LI1	787	-0.030105656012892723	-0.1874912	Yes	
row_19	TBL1XR1	794	-0.030339878052473068	-0.1596227	Yes	
row_20	POLR2B	860	-0.032731156796216965	-0.19014479	Yes	
row_21	GTF2B	878	-0.033250268548727036	-0.17039433	Yes	
row_22	TAF13	893	-0.03370518982410431	-0.14702728	Yes	
row_23	RAB5A	903	-0.03406983241438866	-0.11807467	Yes	
row_24	PSMA5	926	-0.034808628261089325	-0.10174975	Yes	
row_25	PSMA3	939	-0.035417553037405014	-0.07438888	Yes	
row_26	GNG5	951	-0.03571384400129318	-0.045659993	Yes	
row_27	IFNAR2	987	-0.03904284909367561	-0.03803648	Yes	
row_28	RB1	989	-0.03939194977283478	0.0051758476	Yes	
