NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	EPO	28	0.03953411802649498	0.023533449	No	
row_1	VEGFA	171	0.036690402776002884	-0.07435144	No	
row_2	SMARCD3	463	0.02252626046538353	-0.34478724	No	
row_3	RBBP7	507	-0.01750260964035988	-0.36595136	Yes	
row_4	PRDX6	511	-0.017847726121544838	-0.3453781	Yes	
row_5	COX20	519	-0.019065672531723976	-0.3273176	Yes	
row_6	RPS6KA3	542	-0.0212703850120306	-0.3218131	Yes	
row_7	PTGES3	549	-0.021609218791127205	-0.29934743	Yes	
row_8	RPL10L	562	-0.022355083376169205	-0.28208455	Yes	
row_9	PSMB6	573	-0.02298470214009285	-0.2619227	Yes	
row_10	NR3C2	653	-0.02575673721730709	-0.30929208	Yes	
row_11	PSMD1	698	-0.0272202230989933	-0.3186009	Yes	
row_12	PRDX3	741	-0.028585126623511314	-0.3240356	Yes	
row_13	RBBP4	764	-0.02933604270219803	-0.30783466	Yes	
row_14	PSMA6	778	-0.029912307858467102	-0.28158155	Yes	
row_15	DYNC1LI1	787	-0.030105656012892723	-0.24991208	Yes	
row_16	TBL1XR1	794	-0.030339878052473068	-0.215868	Yes	
row_17	ACTR10	798	-0.03047449141740799	-0.17854942	Yes	
row_18	EPAS1	830	-0.03166976943612099	-0.16854146	Yes	
row_19	CAPZA1	836	-0.03182010352611542	-0.13150235	Yes	
row_20	HIGD1A	879	-0.033305492252111435	-0.13067704	Yes	
row_21	PSMA5	926	-0.034808628261089325	-0.13198629	Yes	
row_22	PSMA3	939	-0.035417553037405014	-0.09740026	Yes	
row_23	CYCS	956	-0.035975538194179535	-0.066202216	Yes	
row_24	CSRP1	984	-0.03854174166917801	-0.042952843	Yes	
row_25	RB1	989	-0.03939194977283478	0.005159865	Yes	
