NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	BTK	12	0.04025448113679886	0.03033821	No	
row_1	CD300A	102	0.0379243865609169	-0.02175945	No	
row_2	PIANP	161	0.03682972118258476	-0.042829905	No	
row_3	CD160	312	0.03349318355321884	-0.16298261	No	
row_4	CD207	334	0.03261394798755646	-0.15011375	No	
row_5	FBXW9	364	0.03123234212398529	-0.1470212	No	
row_6	FBXO27	383	0.03065497986972332	-0.13311988	No	
row_7	HCST	394	0.02994457073509693	-0.111666515	No	
row_8	KLHL41	422	0.027849188074469566	-0.11009416	No	
row_9	CD79A	488	0.01310416217893362	-0.16365899	No	
row_10	ASB2	489	0.012864978983998299	-0.14998072	No	
row_11	ASB8	532	-0.020614854991436005	-0.17167635	No	
row_12	NFATC2	546	-0.021580683067440987	-0.16223088	No	
row_13	PSMB6	573	-0.02298470214009285	-0.1647921	No	
row_14	SH3RF1	575	-0.02306894026696682	-0.14130323	No	
row_15	SAR1B	651	-0.025721782818436623	-0.191837	Yes	
row_16	TAP2	655	-0.025812769308686256	-0.16750768	Yes	
row_17	ZNRF2	678	-0.026449816301465034	-0.16223104	Yes	
row_18	MYLIP	680	-0.02649708464741707	-0.13509731	Yes	
row_19	PSMD1	698	-0.0272202230989933	-0.123809464	Yes	
row_20	UBR1	746	-0.028787042945623398	-0.1420084	Yes	
row_21	KIF23	766	-0.029419200494885445	-0.1304594	Yes	
row_22	PSMA6	778	-0.029912307858467102	-0.11007875	Yes	
row_23	DYNC1LI1	787	-0.030105656012892723	-0.08637726	Yes	
row_24	ACTR10	798	-0.03047449141740799	-0.06436047	Yes	
row_25	CAPZA1	836	-0.03182010352611542	-0.068950385	Yes	
row_26	SNAP23	919	-0.03459591418504715	-0.117317975	Yes	
row_27	PSMA5	926	-0.034808628261089325	-0.08653937	Yes	
row_28	PSMA3	939	-0.035417553037405014	-0.061343867	Yes	
row_29	NRAS	952	-0.03572602570056915	-0.035820395	Yes	
row_30	CHUK	958	-0.03610433638095856	-0.002625743	Yes	
row_31	RAP1A	962	-0.03665333613753319	0.03322946	Yes	
