NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	SFN	216	0.03573114052414894	-0.15400632	No	
row_1	RAD9B	222	0.035601597279310226	-0.0922886	No	
row_2	RBBP7	507	-0.01750260964035988	-0.35011643	No	
row_3	PSMB6	573	-0.02298470214009285	-0.3734971	Yes	
row_4	EXO1	600	-0.023941542953252792	-0.35516334	Yes	
row_5	NSL1	630	-0.0251405481249094	-0.33764932	Yes	
row_6	CDCA8	675	-0.02633361890912056	-0.33324862	Yes	
row_7	PSMD1	698	-0.0272202230989933	-0.30466557	Yes	
row_8	LBR	702	-0.027489138767123222	-0.25613043	Yes	
row_9	RBBP4	764	-0.02933604270219803	-0.26349345	Yes	
row_10	KIF23	766	-0.029419200494885445	-0.20928785	Yes	
row_11	PPP2R2A	773	-0.02960788644850254	-0.15984575	Yes	
row_12	PSMA6	778	-0.029912307858467102	-0.10778508	Yes	
row_13	DYNC1LI1	787	-0.030105656012892723	-0.059455596	Yes	
row_14	POLR2B	860	-0.032731156796216965	-0.07170387	Yes	
row_15	PSMA5	926	-0.034808628261089325	-0.07288729	Yes	
row_16	PSMA3	939	-0.035417553037405014	-0.018679865	Yes	
row_17	RB1	989	-0.03939194977283478	0.005117723	Yes	
