NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	GJD3	194	0.03609682247042656	-0.1565958	No	
row_1	SFN	216	0.03573114052414894	-0.1349165	No	
row_2	PIP5K1C	236	0.03523343801498413	-0.111775234	No	
row_3	SH3GL1	341	0.03241134434938431	-0.17986959	No	
row_4	TBC1D10A	356	0.03160220757126808	-0.15597093	No	
row_5	BLOC1S3	497	-0.0019988901913166046	-0.2981726	No	
row_6	RAB3IP	502	-0.01636349782347679	-0.2824414	No	
row_7	CHML	623	-0.02492162398993969	-0.37615636	No	
row_8	SAR1B	651	-0.025721782818436623	-0.37282562	No	
row_9	RAB21	707	-0.02764413133263588	-0.396087	Yes	
row_10	BLOC1S6	736	-0.028380297124385834	-0.39056218	Yes	
row_11	EXOC5	753	-0.029038727283477783	-0.3718414	Yes	
row_12	RAB8B	756	-0.02910437621176243	-0.33857813	Yes	
row_13	KIF23	766	-0.029419200494885445	-0.3121641	Yes	
row_14	DYNC1LI1	787	-0.030105656012892723	-0.29628044	Yes	
row_15	ACTR10	798	-0.03047449141740799	-0.26961848	Yes	
row_16	CAPZA1	836	-0.03182010352611542	-0.26921564	Yes	
row_17	RALA	865	-0.0329376719892025	-0.2581587	Yes	
row_18	TMED2	880	-0.03331722319126129	-0.23217821	Yes	
row_19	RAB33B	896	-0.03381999954581261	-0.20662047	Yes	
row_20	CNIH1	899	-0.03401152044534683	-0.16740048	Yes	
row_21	RAB5A	903	-0.03406983241438866	-0.12914278	Yes	
row_22	SNAP23	919	-0.03459591418504715	-0.10264317	Yes	
row_23	RAB30	932	-0.035056281834840775	-0.072485544	Yes	
row_24	TRAPPC6B	942	-0.03543683513998985	-0.0387668	Yes	
row_25	MAN1A2	967	-0.03682051971554756	-0.01886429	Yes	
row_26	ARL1	975	-0.03766742721199989	0.019628253	Yes	
