NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CITED4	86	0.03826270252466202	-0.060446657	No	
row_1	U2AF1	107	0.03781506046652794	-0.05198691	No	
row_2	HDAC5	132	0.037309907376766205	-0.04811779	No	
row_3	ZNF425	158	0.03693358972668648	-0.04559102	No	
row_4	VEGFA	171	0.036690402776002884	-0.029612485	No	
row_5	TEAD3	182	0.03638394922018051	-0.011773946	No	
row_6	SNAPC2	208	0.03587067872285843	-0.010074853	No	
row_7	SFN	216	0.03573114052414894	0.010403307	No	
row_8	RAD9B	222	0.035601597279310226	0.03287923	No	
row_9	TP73	414	0.028452953323721886	-0.14538454	No	
row_10	SMARCD3	463	0.02252626046538353	-0.17821088	No	
row_11	RBBP7	507	-0.01750260964035988	-0.20970249	No	
row_12	COX20	519	-0.019065672531723976	-0.20639879	No	
row_13	NFATC2	546	-0.021580683067440987	-0.21687645	No	
row_14	PSMB6	573	-0.02298470214009285	-0.22626083	No	
row_15	EXO1	600	-0.023941542953252792	-0.23490012	Yes	
row_16	SMAD4	605	-0.024097025394439697	-0.22033334	Yes	
row_17	ZNF790	637	-0.02527686208486557	-0.23317942	Yes	
row_18	USP7	638	-0.025278091430664062	-0.21349569	Yes	
row_19	NR3C2	653	-0.02575673721730709	-0.2081297	Yes	
row_20	ZFP69B	673	-0.02632182650268078	-0.20757027	Yes	
row_21	MEAF6	686	-0.026711279526352882	-0.19936235	Yes	
row_22	GTF2A2	688	-0.02677139826118946	-0.17956512	Yes	
row_23	PSMD1	698	-0.0272202230989933	-0.16781294	Yes	
row_24	LBR	702	-0.027489138767123222	-0.14955544	Yes	
row_25	SNRPE	711	-0.02775704488158226	-0.13633594	Yes	
row_26	ZNF770	716	-0.027841782197356224	-0.11885317	Yes	
row_27	RBBP4	764	-0.02933604270219803	-0.14532751	Yes	
row_28	PSMA6	778	-0.029912307858467102	-0.1356763	Yes	
row_29	TBL1XR1	794	-0.030339878052473068	-0.1277908	Yes	
row_30	ZNF597	808	-0.030871020630002022	-0.117393054	Yes	
row_31	CLP1	837	-0.031838558614254	-0.12198167	Yes	
row_32	POLR2B	860	-0.032731156796216965	-0.11957933	Yes	
row_33	GTF2B	878	-0.033250268548727036	-0.11152618	Yes	
row_34	TAF13	893	-0.03370518982410431	-0.099970825	Yes	
row_35	CASP6	916	-0.034575454890728	-0.09613235	Yes	
row_36	PSMA5	926	-0.034808628261089325	-0.07847118	Yes	
row_37	PSMA3	939	-0.035417553037405014	-0.06348379	Yes	
row_38	CYCS	956	-0.035975538194179535	-0.052259184	Yes	
row_39	SOCS4	960	-0.03637688234448433	-0.027080925	Yes	
row_40	CNOT11	983	-0.03850748762488365	-0.020180628	Yes	
row_41	RB1	989	-0.03939194977283478	0.005246793	Yes	
