NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	U2AF1	107	0.03781506046652794	-0.046218235	No	
row_1	A1CF	522	-0.019407710060477257	-0.4382307	No	
row_2	RPL10L	562	-0.022355083376169205	-0.44067648	Yes	
row_3	PSMB6	573	-0.02298470214009285	-0.412321	Yes	
row_4	FAM98B	587	-0.023380478844046593	-0.38637757	Yes	
row_5	TRMT112	614	-0.02463054098188877	-0.3716675	Yes	
row_6	AQR	644	-0.025509892031550407	-0.35855713	Yes	
row_7	PSMD1	698	-0.0272202230989933	-0.367189	Yes	
row_8	SNRPE	711	-0.02775704488158226	-0.33286774	Yes	
row_9	DDX20	712	-0.02776140160858631	-0.2862315	Yes	
row_10	ERI1	763	-0.029282283037900925	-0.28832236	Yes	
row_11	PPP2R2A	773	-0.02960788644850254	-0.24781498	Yes	
row_12	PSMA6	778	-0.029912307858467102	-0.20166801	Yes	
row_13	CLP1	837	-0.031838558614254	-0.20766973	Yes	
row_14	POLR2B	860	-0.032731156796216965	-0.17524892	Yes	
row_15	PUS3	868	-0.03295739367604256	-0.12706342	Yes	
row_16	PSMA5	926	-0.034808628261089325	-0.12705012	Yes	
row_17	PSMA3	939	-0.035417553037405014	-0.07986002	Yes	
row_18	CNOT11	983	-0.03850748762488365	-0.059274033	Yes	
row_19	BCAS2	994	-0.041389718651771545	-4.505273E-8	Yes	
