NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	BTK	12	0.04025448113679886	0.026150025	No	
row_1	FOLR3	44	0.03903289511799812	0.031377424	No	
row_2	BPI	47	0.03890137001872063	0.06662415	No	
row_3	EPPIN	65	0.03857288509607315	0.08596318	No	
row_4	EPPIN-WFDC6	80	0.0383668914437294	0.10822307	No	
row_5	CD300A	102	0.0379243865609169	0.12278187	No	
row_6	CLEC5A	357	0.031579792499542236	-0.11095069	No	
row_7	BAIAP2	459	0.02324632555246353	-0.19363552	No	
row_8	PRDX6	511	-0.017847726121544838	-0.22952525	No	
row_9	RPS6KA3	542	-0.0212703850120306	-0.24030142	No	
row_10	NFATC2	546	-0.021580683067440987	-0.22271334	No	
row_11	PSMB6	573	-0.02298470214009285	-0.22768661	No	
row_12	TANK	636	-0.025269942358136177	-0.26788926	No	
row_13	CAND1	662	-0.025990230962634087	-0.26893926	No	
row_14	PSMD1	698	-0.0272202230989933	-0.27920407	No	
row_15	SIKE1	737	-0.028402045369148254	-0.29145345	Yes	
row_16	FRK	740	-0.028584841638803482	-0.26610538	Yes	
row_17	POLR3B	767	-0.029441555961966515	-0.26488334	Yes	
row_18	PSMA6	778	-0.029912307858467102	-0.2465776	Yes	
row_19	ATP6AP2	786	-0.030088337138295174	-0.22498445	Yes	
row_20	DYNC1LI1	787	-0.030105656012892723	-0.19609818	Yes	
row_21	TIFA	796	-0.030390890315175056	-0.17525423	Yes	
row_22	ACTR10	798	-0.03047449141740799	-0.14705357	Yes	
row_23	CAPZA1	836	-0.03182010352611542	-0.15498382	Yes	
row_24	SNAP23	919	-0.03459591418504715	-0.20702824	Yes	
row_25	PSMA5	926	-0.034808628261089325	-0.1798665	Yes	
row_26	PSMA3	939	-0.035417553037405014	-0.15835749	Yes	
row_27	AGL	949	-0.035593483597040176	-0.13356116	Yes	
row_28	IRAK2	950	-0.03567349910736084	-0.09933256	Yes	
row_29	NRAS	952	-0.03572602570056915	-0.066093065	Yes	
row_30	CHUK	958	-0.03610433638095856	-0.036648586	Yes	
row_31	RAP1A	962	-0.03665333613753319	-0.0045983354	Yes	
row_32	CMTM6	979	-0.03837710618972778	0.015592351	Yes	
