NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	SLC5A11	129	0.037380151450634	-0.097055934	No	
row_1	ANO9	262	0.034781262278556824	-0.19981854	No	
row_2	SLC2A11	263	0.03477077558636665	-0.16523464	No	
row_3	ATP4B	303	0.03383941948413849	-0.17215984	No	
row_4	SLC25A18	344	0.03224917873740196	-0.1817073	No	
row_5	ATP8A2	371	0.03111918456852436	-0.17781052	No	
row_6	ABCA7	375	0.03095635585486889	-0.1501423	No	
row_7	SLC22A7	430	0.026911910623311996	-0.17956649	No	
row_8	SLC2A10	460	0.022792693227529526	-0.1870732	No	
row_9	SCNN1G	493	0.01053700502961874	-0.20989148	No	
row_10	STEAP2	499	-0.013198716565966606	-0.20196661	No	
row_11	PSMB6	573	-0.02298470214009285	-0.255068	No	
row_12	SAR1B	651	-0.025721782818436623	-0.30960932	Yes	
row_13	CAND1	662	-0.025990230962634087	-0.29416463	Yes	
row_14	MYLIP	680	-0.02649708464741707	-0.28549987	Yes	
row_15	SLC29A4	689	-0.026828903704881668	-0.26713982	Yes	
row_16	PSMD1	698	-0.0272202230989933	-0.24839056	Yes	
row_17	SLC39A5	706	-0.027620410546660423	-0.22820267	Yes	
row_18	LIPA	720	-0.027876749634742737	-0.21400334	Yes	
row_19	GNG12	730	-0.028183018788695335	-0.19533704	Yes	
row_20	NIPAL1	776	-0.029795445501804352	-0.21252796	Yes	
row_21	PSMA6	778	-0.029912307858467102	-0.183817	Yes	
row_22	ABCD3	790	-0.030277946963906288	-0.1651482	Yes	
row_23	APOC2	797	-0.030461858958005905	-0.14109357	Yes	
row_24	SLC12A2	810	-0.03087461180984974	-0.12287189	Yes	
row_25	LRRC8B	811	-0.030919969081878662	-0.09211811	Yes	
row_26	ATP2B1	826	-0.03147093579173088	-0.075384475	Yes	
row_27	NIPA2	861	-0.03278009593486786	-0.078160375	Yes	
row_28	SLC30A6	862	-0.032860077917575836	-0.045476913	Yes	
row_29	SLC30A7	909	-0.03421030193567276	-0.059317287	Yes	
row_30	PSMA5	926	-0.034808628261089325	-0.04134507	Yes	
row_31	PSMA3	939	-0.035417553037405014	-0.01860487	Yes	
row_32	GNG5	951	-0.03571384400129318	0.00547061	Yes	
row_33	CYB5R1	981	-0.03844025358557701	0.013527359	Yes	
