NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CACNB4	30	0.03949945047497749	0.050736025	Yes	
row_1	CAMKK1	83	0.038301561027765274	0.07655605	Yes	
row_2	GRIN3A	190	0.036226458847522736	0.043000396	Yes	
row_3	KCNMB1	200	0.03598713502287865	0.10793146	Yes	
row_4	CHRNG	229	0.03538105636835098	0.15222655	Yes	
row_5	CACNB1	237	0.0351945161819458	0.21756604	Yes	
row_6	DLG4	240	0.035167016088962555	0.28795093	Yes	
row_7	CHRNE	338	0.032458461821079254	0.25581884	No	
row_8	GABRB2	458	0.023448999971151352	0.182683	No	
row_9	RPS6KA3	542	-0.0212703850120306	0.14179502	No	
row_10	KCNK1	567	-0.02267611213028431	0.1640062	No	
row_11	GNG12	730	-0.028183018788695335	0.056742404	No	
row_12	CASK	792	-0.03032574988901615	0.056952737	No	
row_13	GNG5	951	-0.03571384400129318	-0.03071985	No	
row_14	NRAS	952	-0.03572602570056915	0.04285713	No	
