NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ARHGAP27	168	0.03677632287144661	-0.08893503	No	
row_1	BAIAP2	459	0.02324632555246353	-0.3329008	No	
row_2	ARHGEF18	472	0.021022595465183258	-0.297902	No	
row_3	FAM169A	498	-0.00329781137406826	-0.31602517	No	
row_4	FRS2	516	-0.018966184929013252	-0.2907562	No	
row_5	KCTD3	517	-0.018974047154188156	-0.24810486	No	
row_6	SH3RF1	575	-0.02306894026696682	-0.2544714	No	
row_7	LBR	702	-0.027489138767123222	-0.32138196	No	
row_8	ABCD3	790	-0.030277946963906288	-0.34218705	Yes	
row_9	ARHGAP11A	835	-0.03180753067135811	-0.31563145	Yes	
row_10	CEP97	875	-0.03318669646978378	-0.28086838	Yes	
row_11	IL32	907	-0.03410011902451515	-0.23588048	Yes	
row_12	NDUFA5	915	-0.03455193713307381	-0.16536212	Yes	
row_13	SNAP23	919	-0.03459591418504715	-0.09065911	Yes	
row_14	TWF1	961	-0.03662684187293053	-0.050205942	Yes	
row_15	DSG2	968	-0.03687581419944763	0.026557652	Yes	
