Module	Section	Sample Name	Source
BBTools	all_sections	PDAC202T_F8-9rkf_stats	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202T_F8-9rkf_stats.txt
BBTools	all_sections	PDAC202Trkf_stats	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202Trkf_stats.txt
BBTools	all_sections	PDAC217T_F8-9rkf_stats	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217T_F8-9rkf_stats.txt
BBTools	all_sections	PDAC217Trkf_stats	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217Trkf_stats.txt
FastQC	all_sections	PDAC217T_F8-9r_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217T_F8-9r_R1_fastqc.zip
FastQC	all_sections	PDAC217Trft_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217Trft_R2_fastqc.zip
FastQC	all_sections	PDAC217Trkf_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217Trkf_R2_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9rkf_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202T_F8-9rkf_R1_fastqc.zip
FastQC	all_sections	PDAC217T_F8-9rkf_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217T_F8-9rkf_R2_fastqc.zip
FastQC	all_sections	PDAC217T_F8-9r_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217T_F8-9r_R2_fastqc.zip
