Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0
PDAC200T_F8-9kf1_R1	83.0	355.0	2130.0	46113.0	897.0	277.0	312.0	138.0	145.0	148.0	141.0	176.0	263.0	330.0	574.0	1582.0	1954.0	1257.0	1522.0	1980.0	2793.0	3916.0	7331.0	13761.0	26671.0	48808.0	82808.0	128900.0	191216.0	269952.0	361975.0	468517.0	586944.0	719342.0	916450.0	1362339.0	2083366.0	1615617.0	2384433.0	5053658.0	45280791.0
PDAC200T_F8-9kf1_R2	74.0	185.0	695.0	13100.0	34296.0	1472.0	622.0	462.0	567.0	697.0	629.0	828.0	2111.0	2510.0	6041.0	11539.0	23009.0	41246.0	59213.0	73637.0	84377.0	94328.0	108201.0	124421.0	142850.0	164420.0	190388.0	215404.0	253079.0	301975.0	363087.0	436379.0	522235.0	648133.0	847759.0	1271143.0	1839711.0	1843373.0	3002365.0	7318901.0	41624503.0
PDAC200Tkf1_R1	68.0	501.0	2972.0	70222.0	1075.0	352.0	234.0	156.0	198.0	149.0	177.0	190.0	159.0	143.0	219.0	557.0	690.0	515.0	688.0	961.0	1510.0	2796.0	6348.0	13591.0	27922.0	53005.0	92956.0	148245.0	226351.0	323705.0	442216.0	584804.0	744392.0	928926.0	1184855.0	1700399.0	2710744.0	2164299.0	3147559.0	6369861.0	61570875.0
PDAC200Tkf1_R2	31.0	356.0	934.0	20867.0	50372.0	1873.0	547.0	228.0	253.0	355.0	370.0	527.0	2000.0	1797.0	4476.0	11707.0	32968.0	66772.0	102057.0	129179.0	148381.0	167724.0	190550.0	214697.0	245614.0	280034.0	320214.0	365169.0	421510.0	491029.0	580255.0	694497.0	826718.0	999928.0	1292382.0	1905713.0	2871503.0	2642366.0	4090963.0	9476920.0	53871749.0
PDAC201T_F8-9kf1_R1	1040.0	9098.0	62554.0	1832072.0	29596.0	6711.0	4316.0	4682.0	5468.0	3464.0	3827.0	4453.0	3489.0	1886.0	961.0	2305.0	3262.0	2248.0	2839.0	3183.0	4048.0	4620.0	7840.0	13115.0	23221.0	41223.0	70652.0	111107.0	172718.0	253038.0	353921.0	475030.0	622078.0	794244.0	1041276.0	1529250.0	2318401.0	2131705.0	3327359.0	7491523.0	48324035.0
PDAC201T_F8-9kf1_R2	1855.0	6462.0	22476.0	277690.0	1543095.0	73076.0	13424.0	1947.0	1317.0	1585.0	1571.0	1966.0	2589.0	5227.0	9942.0	15421.0	24373.0	41040.0	60436.0	80488.0	97275.0	110663.0	128951.0	149005.0	174141.0	203774.0	236924.0	268412.0	321324.0	386944.0	465701.0	560470.0	672389.0	815599.0	1054012.0	1577697.0	2270449.0	2207311.0	3616674.0	8808577.0	44785586.0
PDAC201Tkf1_R1	1625.0	8491.0	53042.0	1308883.0	18603.0	5708.0	3100.0	1093.0	2166.0	2564.0	2797.0	1663.0	1056.0	704.0	555.0	1519.0	2344.0	1742.0	2235.0	3078.0	4272.0	6514.0	13532.0	27717.0	54277.0	102303.0	177766.0	285327.0	433471.0	623873.0	852626.0	1121260.0	1426549.0	1771541.0	2258411.0	3187077.0	4724478.0	4263432.0	6427516.0	14076011.0	99881403.0
PDAC201Tkf1_R2	4424.0	4915.0	22095.0	390226.0	921010.0	32113.0	8745.0	1744.0	1173.0	1248.0	1292.0	1576.0	2559.0	4679.0	10162.0	21495.0	48785.0	95744.0	148229.0	198181.0	244691.0	289018.0	343715.0	404256.0	472409.0	551416.0	643793.0	744938.0	884551.0	1053975.0	1264873.0	1510148.0	1765647.0	2080097.0	2602924.0	3707686.0	5183033.0	5315701.0	8604367.0	20973372.0	82581319.0
PDAC202T_F8-9kf1_R1	38.0	209.0	1327.0	28166.0	708.0	144.0	173.0	79.0	77.0	55.0	92.0	48.0	69.0	76.0	112.0	299.0	400.0	319.0	408.0	549.0	830.0	1313.0	2954.0	6247.0	12637.0	25134.0	46245.0	76546.0	118961.0	172949.0	239819.0	318000.0	405695.0	504646.0	650746.0	949929.0	1558201.0	1181569.0	1732977.0	3583617.0	35776252.0
PDAC202T_F8-9kf1_R2	20.0	140.0	393.0	8387.0	20385.0	802.0	272.0	147.0	169.0	224.0	262.0	350.0	1319.0	1353.0	3413.0	9103.0	24271.0	49190.0	73349.0	89410.0	100834.0	112104.0	123039.0	138138.0	154317.0	172806.0	195560.0	219608.0	249532.0	287550.0	335800.0	394765.0	472101.0	577879.0	753149.0	1124243.0	1667487.0	1525662.0	2410491.0	5712359.0	30388232.0
PDAC202Tkf1_R1	495.0	3523.0	21169.0	522551.0	7218.0	1815.0	763.0	2044.0	1457.0	1634.0	827.0	1519.0	1065.0	966.0	387.0	684.0	824.0	760.0	867.0	1259.0	1880.0	3259.0	7171.0	15456.0	31615.0	62453.0	113139.0	186884.0	289473.0	420549.0	580008.0	768093.0	982366.0	1225180.0	1568363.0	2263978.0	3580480.0	2879448.0	4220762.0	8720530.0	81720322.0
PDAC202Tkf1_R2	270.0	3031.0	8875.0	197968.0	328947.0	12599.0	3878.0	1043.0	995.0	1006.0	930.0	1033.0	3252.0	3864.0	9929.0	26914.0	73746.0	153249.0	226881.0	275482.0	304358.0	330538.0	359677.0	396291.0	439678.0	489040.0	547139.0	611936.0	692291.0	793702.0	926443.0	1091722.0	1289356.0	1539422.0	1948900.0	2805581.0	3976816.0	3884010.0	6091510.0	14404909.0	65956025.0
PDAC203T_F8-9kf1_R1	1658.0	17430.0	116841.0	3545273.0	47770.0	11217.0	5089.0	5767.0	8431.0	5975.0	7525.0	7995.0	5861.0	2961.0	1536.0	3595.0	5157.0	3382.0	4012.0	4633.0	5802.0	6822.0	11785.0	18996.0	32498.0	57864.0	97684.0	152541.0	235410.0	341738.0	474249.0	635312.0	827153.0	1047439.0	1367441.0	1974356.0	2902168.0	2804963.0	4364821.0	9816209.0	61770425.0
PDAC203T_F8-9kf1_R2	2982.0	11861.0	44657.0	587133.0	2918180.0	139758.0	26421.0	3309.0	2272.0	2542.0	2584.0	3253.0	4498.0	9067.0	16799.0	24845.0	35896.0	60054.0	90141.0	122048.0	149012.0	170525.0	198758.0	231167.0	267789.0	312076.0	362538.0	408722.0	488708.0	584166.0	701856.0	841214.0	1002043.0	1215115.0	1570134.0	2418100.0	3111164.0	3190815.0	5239596.0	12732824.0	53453162.0
PDAC203Tkf1_R1	334.0	3601.0	21362.0	370939.0	6372.0	1566.0	842.0	792.0	1132.0	1093.0	1263.0	1187.0	912.0	540.0	638.0	1707.0	3549.0	2324.0	3184.0	5080.0	7622.0	8852.0	15926.0	25569.0	46540.0	83288.0	137185.0	208036.0	311779.0	441980.0	598221.0	782849.0	985711.0	1211717.0	1528231.0	2102986.0	3040559.0	2760510.0	3967969.0	8218860.0	56547334.0
PDAC203Tkf1_R2	274.0	3019.0	8007.0	138717.0	239366.0	9807.0	2744.0	503.0	484.0	487.0	464.0	656.0	1125.0	3427.0	9985.0	16931.0	37976.0	75267.0	117617.0	155098.0	188392.0	217293.0	255915.0	299923.0	350767.0	406453.0	465963.0	526305.0	611671.0	715995.0	842163.0	1000011.0	1196447.0	1435802.0	1793818.0	2502667.0	3300059.0	3440112.0	5428561.0	13023211.0	44636659.0
PDAC204T_F8-9kf1_R1	201.0	701.0	3968.0	86981.0	1819.0	468.0	348.0	255.0	282.0	328.0	331.0	543.0	594.0	693.0	976.0	867.0	1155.0	1438.0	1878.0	2158.0	2837.0	3676.0	6523.0	11162.0	20104.0	35295.0	59218.0	91703.0	138075.0	196276.0	265214.0	347624.0	436032.0	538525.0	690447.0	1028423.0	1615968.0	1242232.0	1875268.0	4247565.0	38182746.0
