Sample	Top over-represented sequence	Sum of remaining over-represented sequences
PDAC200T_F8-9kf1_R1	2.3098894251034516	16.272028044770256
PDAC200T_F8-9kf1_R2	1.946586154216238	17.71708480781528
PDAC200Tkf1_R1	0.2940724382626309	1.8087784533729754
PDAC200Tkf1_R2	0.22318775444003214	0.9163727830587326
PDAC201T_F8-9kf1_R1	2.6184614450691326	5.0175084036990265
PDAC201T_F8-9kf1_R2	0.9697155714592695	5.620311374218898
PDAC201Tkf1_R1	0.9320471840320267	6.336482283185509
PDAC201Tkf1_R2	0.25811722883582633	3.9707431325482743
PDAC202T_F8-9kf1_R1	0.0	0.0
PDAC202T_F8-9kf1_R2	0.0	0.0
PDAC202Tkf1_R1	0.4824937723450929	1.3539662332389915
PDAC202Tkf1_R2	0.14754670664057082	0.1256600432274759
PDAC203T_F8-9kf1_R1	3.886014568868959	9.852897089477686
PDAC203T_F8-9kf1_R2	1.4265153208058527	12.480186029454945
PDAC203Tkf1_R1	0.48479069787337165	3.255018464442805
PDAC203Tkf1_R2	0.197526625314472	1.3972130720459721
PDAC204T_F8-9kf1_R1	1.7974498961173873	7.938179105462307
PDAC204T_F8-9kf1_R2	1.2864205334529037	10.658913550147545
PDAC204Tkf1_R1	0.5561095518318693	2.5488792434624794
PDAC204Tkf1_R2	0.21913004533151179	0.9030913919696181
PDAC205T_F8-9kf1_R1	1.8800710558430287	1.4684337526768452
PDAC205T_F8-9kf1_R2	0.6367607412332812	0.47179284949210865
PDAC205Tkf1_R1	1.3054769877657235	6.852107155251886
PDAC205Tkf1_R2	0.38093578322587074	4.375259294851796
PDAC206T_F8-9kf1_R1	2.0803914979304854	0.487254196308994
PDAC206T_F8-9kf1_R2	0.60340586387219	0.6369303974451397
PDAC206Tkf1_R1	0.6980762024641625	2.3831516159927766
PDAC206Tkf1_R2	0.3560752868864691	2.3353058130064093
PDAC207T_F8-9kf1_R1	0.8106625314280511	8.16358528854766
PDAC207T_F8-9kf1_R2	0.6998886213880063	8.634273717102683
PDAC207Tkf1_R1	0.7183662907250535	6.538927661075793
PDAC207Tkf1_R2	0.3615505971273444	5.654775030189714
PDAC208T_F8-9kf1_R1	6.94097038788468	6.938410110950957
PDAC208T_F8-9kf1_R2	2.0463630891398656	9.885902101653482
PDAC208Tkf1_R1	0.9095207684139448	3.9154080251094614
PDAC208Tkf1_R2	0.253711198213943	1.4730931702556918
PDAC209T_F8-9kf1_R1	0.3042234583870003	1.2189425023951386
PDAC209T_F8-9kf1_R2	0.150740796078183	0.10560823483445184
PDAC209Tkf1_R1	0.43986010470300035	2.635384645301845
PDAC209Tkf1_R2	0.24580584169926661	1.166515965232915
PDAC210T_F8-9kf1_R1	5.174108300494412	6.136120603393504
PDAC210T_F8-9kf1_R2	1.5168471932367122	6.694300465608823
PDAC210Tkf1_R1	0.9517458509536033	4.447668590322922
PDAC210Tkf1_R2	0.31087364000435025	3.054746884149271
PDAC211T_F8-9kf1_R1	0.8380810726420723	5.5600467616400255
PDAC211T_F8-9kf1_R2	0.6785821507134144	6.64439590048963
PDAC211Tkf1_R1	0.39973879040496624	2.5119435958240794
PDAC211Tkf1_R2	0.2507620632228145	1.588912325230707
PDAC212T_F8-9kf1_R1	3.3532507897170523	1.3881135282430281
PDAC212T_F8-9kf1_R2	1.5320988337077328	0.9243243564155297
PDAC213T_F8-9kf1_R1	3.0528467669306605	4.082920639257219
PDAC213T_F8-9kf1_R2	1.5455514169170905	6.342156135045468
PDAC213Tkf1_R1	2.068069972108061	4.7492428981015795
PDAC213Tkf1_R2	0.5675283284991787	3.147149803549826
PDAC214T_F8-9kf1_R1	6.268966035530543	6.0903526094296705
PDAC214T_F8-9kf1_R2	2.8226860301552383	8.520274695213459
PDAC214Tkf1_R1	3.0103751046914624	2.240477884206978
PDAC214Tkf1_R2	1.3284539026931164	2.480497626441342
PDAC215T_F8-9kf1_R1	6.8042075521335015	18.203474116746168
PDAC215T_F8-9kf1_R2	3.000988087026231	25.44242338873113
PDAC215Tkf1_R1	2.677318117965951	5.99611806833553
PDAC215Tkf1_R2	1.0701413693566573	5.265577626806644
PDAC216T_F8-9kf1_R1	1.681791561187906	2.063872484237476
PDAC216T_F8-9kf1_R2	0.6990160191385548	2.66536414065804
PDAC216Tkf1_R1	0.7683518484491224	5.822355201411765
PDAC216Tkf1_R2	0.44798792443343893	2.9970536654478104
PDAC217T_F8-9kf1_R1	3.6156601774332433	10.243839256910046
PDAC217T_F8-9kf1_R2	1.3397481980602208	11.97369629831746
PDAC217Tkf1_R1	2.1481653614257703	5.56944022136719
PDAC217Tkf1_R2	0.7121016992074779	4.681132934841396
PDAC218T_F8-9kf1_R1	1.2973402886952061	1.3793148610474106
PDAC218T_F8-9kf1_R2	0.5503922652188739	0.8380851544328588
PDAC218Tkf1_R1	1.3855570796026089	9.929922603899005
PDAC218Tkf1_R2	0.44830820875494426	8.244583973701591
PDAC219T_F8-9kf1_R1	3.297062260380887	5.769801204162178
PDAC219T_F8-9kf1_R2	1.4945752447839622	6.271543867838185
PDAC219Tkf1_R1	1.4519957936774839	4.911007929547093
PDAC219Tkf1_R2	0.5152922967224989	3.212959869915582
PDAC220T_F8-9kf1_R1	7.441409302135446	20.10980601049726
PDAC220T_F8-9kf1_R2	3.3269689276972563	24.4058516573747
PDAC220Tkf1_R1	1.2077459915480055	7.9194746119246044
PDAC220Tkf1_R2	0.7953895164137963	5.087759305269168
PDAC221T_F8-9kf1_R1	7.622092993990247	5.445050316183595
PDAC221T_F8-9kf1_R2	3.4160915690018814	5.8896681937014055
PDAC221Tkf1_R1	2.191832091412171	16.841177090055606
PDAC221Tkf1_R2	0.5989553553180453	12.960770814571868
PDAC222T_F8-9kf1_R1	1.0752985839119906	9.241250497267423
PDAC222T_F8-9kf1_R2	0.5997031412475023	8.434043181218675
PDAC222Tkf1_R1	0.8816024698955687	4.2617453710080255
PDAC222Tkf1_R2	0.37264418802811566	3.0350781819812243
PDAC223T_F8-9kf1_R1	2.683274460938704	2.964808941552117
PDAC223T_F8-9kf1_R2	1.1584212957482762	4.134517501887274
PDAC223Tkf1_R1	1.3135409484619285	2.210213339276547
PDAC223Tkf1_R2	0.5466361458688805	1.205819071688436
PDAC224T_F8-9kf1_R1	1.7572772830409846	0.8007688204432322
PDAC224T_F8-9kf1_R2	0.5906797149442222	0.12903540460442064
PDAC224Tkf1_R1	1.6918862969549662	7.322893216287845
PDAC224Tkf1_R2	0.5555292127779403	6.032518810741575
