NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	BTK	22	0.04119820147752762	0.02997664	Yes	
row_1	LILRA6	89	0.04020218923687935	0.013319409	Yes	
row_2	AKT1	92	0.0401955246925354	0.062633045	Yes	
row_3	CD207	280	0.038275934755802155	-0.08122848	Yes	
row_4	FBXW9	284	0.038250744342803955	-0.035431467	Yes	
row_5	FZR1	323	0.037575863301754	-0.026579529	Yes	
row_6	KIF4B	324	0.037567202001810074	0.021436602	Yes	
row_7	THOP1	370	0.03654735907912254	0.021757478	Yes	
row_8	CD300A	410	0.0353463813662529	0.0267289	Yes	
row_9	ANAPC2	476	0.033452488481998444	0.0024755402	Yes	
row_10	MIB2	479	0.03343605250120163	0.043149628	Yes	
row_11	MAP3K14	480	0.03341204300522804	0.08585488	Yes	
row_12	FBXL15	507	0.03242156282067299	0.10049004	Yes	
row_13	CD160	535	0.031493447721004486	0.11290801	Yes	
row_14	ASB16	549	0.03090732917189598	0.13900983	Yes	
row_15	CTSD	564	0.030011750757694244	0.16293605	Yes	
row_16	FBXO17	567	0.029962945729494095	0.19917102	Yes	
row_17	ASB14	573	0.029726870357990265	0.23201148	Yes	
row_18	KLHL41	590	0.028403647243976593	0.25182045	Yes	
row_19	RAPGEF4	639	0.025609547272324562	0.2350685	No	
row_20	ASB5	707	0.019984649494290352	0.1915395	No	
row_21	CD300C	735	0.017065685242414474	0.18551677	No	
row_22	CD79A	751	0.014799972996115685	0.18896928	No	
row_23	ASB2	786	0.006840291433036327	0.16266058	No	
row_24	RNF7	870	-0.018433179706335068	0.10065375	No	
row_25	PRKACB	903	-0.021266216412186623	0.09484526	No	
