NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	BTK	22	0.04119820147752762	0.032248653	Yes	
row_1	XCR1	43	0.040782347321510315	0.0660085	Yes	
row_2	PTGIR	80	0.04026409611105919	0.08254785	Yes	
row_3	AKT1	92	0.0401955246925354	0.12482215	Yes	
row_4	APLNR	183	0.03939066454768181	0.084410846	Yes	
row_5	CAMKK1	238	0.03888808935880661	0.08051898	Yes	
row_6	C5AR1	252	0.03876546025276184	0.11881885	Yes	
row_7	PRKCD	256	0.03871145844459534	0.16737723	Yes	
row_8	ADORA3	449	0.034107908606529236	0.014544589	No	
row_9	FZD2	524	0.031799476593732834	-0.01946766	No	
row_10	VIPR2	552	0.030784597620368004	-0.006280468	No	
row_11	RGS11	569	0.02984602190554142	0.017017897	No	
row_12	PRKCH	585	0.02887115627527237	0.040048435	No	
row_13	UCN	619	0.02719571813941002	0.042248186	No	
row_14	ARHGEF18	696	0.020941054448485374	-0.008319933	No	
row_15	GPR55	702	0.020598072558641434	0.01400137	No	
row_16	RGS13	720	0.018156925216317177	0.02066845	No	
row_17	PDE8B	752	0.014682821929454803	0.008236789	No	
row_18	ADM	756	0.01440347172319889	0.024357976	No	
row_19	CCR7	781	0.00890378002077341	0.011446019	No	
row_20	WNT10B	805	-1.704692476778291E-5	-0.012291563	No	
row_21	CXCL12	842	-0.014241804368793964	-0.030477017	No	
row_22	NPY1R	863	-0.01725044846534729	-0.028118737	No	
row_23	PRKACB	903	-0.021266216412186623	-0.04002981	No	
row_24	PF4	921	-0.022708529606461525	-0.027288955	No	
row_25	GNG12	932	-0.024046262726187706	-0.0055315876	No	
row_26	SSTR1	938	-0.02442147023975849	0.021891754	No	
row_27	OPN3	959	-0.026947632431983948	0.037190203	No	
