NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ANO9	31	0.04097812995314598	0.041390512	No	
row_1	SLC25A29	97	0.04016688093543053	0.0463874	No	
row_2	SLC2A11	155	0.03963205963373184	0.05865025	No	
row_3	SCNN1D	226	0.03906058520078659	0.056530822	No	
row_4	ATP2A1	383	0.03620414808392525	-0.03908108	No	
row_5	AQP8	516	0.032120320945978165	-0.11732708	No	
row_6	SLC25A18	594	0.02830846980214119	-0.14586078	Yes	
row_7	ABCA7	608	0.027714990079402924	-0.109679386	Yes	
row_8	CES3	630	0.026241926476359367	-0.084353186	Yes	
row_9	ATP8A2	662	0.023812854662537575	-0.073646575	Yes	
row_10	STEAP3	672	0.022941306233406067	-0.04188743	Yes	
row_11	SLC22A7	685	0.021875016391277313	-0.015117581	Yes	
row_12	BSG	722	0.018104402348399162	-0.019753903	Yes	
row_13	SLC2A10	729	0.017574185505509377	0.00549446	Yes	
row_14	APOC4	749	0.014908269047737122	0.012616604	Yes	
row_15	TRPV2	785	0.007568730507045984	-0.009825083	Yes	
row_16	SCNN1G	795	0.00505396444350481	-0.0100405775	Yes	
row_17	ATP6V0D2	810	-0.0019325402099639177	-0.020974541	Yes	
row_18	SLC41A2	878	-0.019382132217288017	-0.05518708	Yes	
row_19	PRKACB	903	-0.021266216412186623	-0.04183849	Yes	
row_20	APOC2	917	-0.02241932787001133	-0.015123403	Yes	
row_21	GNG12	932	-0.024046262726187706	0.013472172	Yes	
row_22	SLC44A5	971	-0.02810998447239399	0.024665898	Yes	
