NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	FLNB	85	0.040231067687273026	-0.009263011	Yes	
row_1	AKT1	92	0.0401955246925354	0.061935678	Yes	
row_2	MKNK2	111	0.04003732278943062	0.12059766	Yes	
row_3	CACNA1F	114	0.03999240696430206	0.19548313	Yes	
row_4	CACNB4	132	0.03979548066854477	0.2546993	Yes	
row_5	PRKCD	256	0.03871145844459534	0.20377739	Yes	
row_6	MAP2K2	269	0.038438279181718826	0.26547986	Yes	
row_7	MAPK8IP2	271	0.03839873522520065	0.3383193	Yes	
row_8	PLA2G4B	292	0.038064513355493546	0.3911479	Yes	
row_9	NTRK1	407	0.035425085574388504	0.34307906	Yes	
row_10	CACNB1	456	0.03399994969367981	0.35954732	Yes	
row_11	MAP3K14	480	0.03341204300522804	0.40036893	Yes	
row_12	HSPB1	726	0.0178793054074049	0.18501408	No	
row_13	PRKACB	903	-0.021266216412186623	0.04651026	No	
row_14	GNG12	932	-0.024046262726187706	0.064220235	No	
