NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	PIP5K1C	16	0.04133864492177963	0.024398431	Yes	
row_1	AKT1	92	0.0401955246925354	-0.013604134	Yes	
row_2	KRTAP5-9	108	0.04006417095661163	0.01056828	Yes	
row_3	DLG4	126	0.03983480855822563	0.032436296	Yes	
row_4	CACNB4	132	0.03979548066854477	0.06672636	Yes	
row_5	COL6A3	136	0.03977087885141373	0.10306884	Yes	
row_6	ZNF467	138	0.03976793959736824	0.14148526	Yes	
row_7	LGI3	141	0.03975910320878029	0.1788545	Yes	
row_8	CLTCL1	179	0.03942813351750374	0.1795506	Yes	
row_9	KRTAP5-8	260	0.03865461051464081	0.13482715	Yes	
row_10	MAP2K2	269	0.038438279181718826	0.16465542	Yes	
row_11	ITGA10	291	0.038122739642858505	0.18067116	Yes	
row_12	KIF4B	324	0.037567202001810074	0.1847131	Yes	
row_13	SCN11A	357	0.03688512369990349	0.18807833	Yes	
row_14	RARA	364	0.03678666800260544	0.21834484	Yes	
row_15	PLIN1	409	0.03537909686565399	0.20775484	Yes	
row_16	GIT1	422	0.034897930920124054	0.22991695	Yes	
row_17	CACNB1	456	0.03399994969367981	0.2293813	Yes	
row_18	PAK4	483	0.03332163393497467	0.23544163	Yes	
row_19	MEF2B	504	0.03265873342752457	0.2470748	Yes	
row_20	SMARCD3	528	0.03167534992098808	0.25461707	Yes	
row_21	RXRA	640	0.025601081550121307	0.16475178	No	
row_22	LCE1E	644	0.025433769449591637	0.18687004	No	
row_23	SRGAP3	655	0.024387294426560402	0.20068112	No	
row_24	KRT33A	691	0.021488934755325317	0.1856561	No	
row_25	COL6A6	713	0.018976686522364616	0.18267652	No	
row_26	NAB2	727	0.01770482212305069	0.18674248	No	
row_27	WNT10B	805	-1.704692476778291E-5	0.10680093	No	
row_28	RPS27L	820	-0.009884204715490341	0.10206941	No	
row_29	CXCL12	842	-0.014241804368793964	0.094392225	No	
row_30	RPL10L	880	-0.019710000604391098	0.07552545	No	
row_31	TBL1XR1	901	-0.020881734788417816	0.075474344	No	
row_32	PRKACB	903	-0.021266216412186623	0.095534705	No	
