NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	FLNB	85	0.040231067687273026	-0.014078505	Yes	
row_1	AKT1	92	0.0401955246925354	0.052391037	Yes	
row_2	MKNK2	111	0.04003732278943062	0.10632997	Yes	
row_3	CACNA1F	114	0.03999240696430206	0.17651433	Yes	
row_4	CACNB4	132	0.03979548066854477	0.2310369	Yes	
row_5	PLA2G3	180	0.03941269591450691	0.25425595	Yes	
row_6	MAP2K2	269	0.038438279181718826	0.2338785	Yes	
row_7	MAPK8IP2	271	0.03839873522520065	0.30220512	Yes	
row_8	PLA2G4B	292	0.038064513355493546	0.3505404	Yes	
row_9	NTRK1	407	0.035425085574388504	0.2981906	Yes	
row_10	CACNB1	456	0.03399994969367981	0.31061396	Yes	
row_11	MAP3K14	480	0.03341204300522804	0.34748578	Yes	
row_12	JMJD7-PLA2G4B	489	0.03312360495328903	0.39914283	Yes	
row_13	HSPB1	726	0.0178793054074049	0.19061603	No	
row_14	PRKACB	903	-0.021266216412186623	0.049430393	No	
row_15	GNG12	932	-0.024046262726187706	0.06428584	No	
