NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	MTA1	30	0.0410083644092083	0.016688611	No	
row_1	ADAMTS13	77	0.040281765162944794	0.015896965	No	
row_2	TTLL9	247	0.03880997374653816	-0.114471495	No	
row_3	FBXW9	284	0.038250744342803955	-0.10723917	No	
row_4	RARA	364	0.03678666800260544	-0.14641456	No	
row_5	POFUT2	400	0.03563394770026207	-0.14119762	No	
row_6	FBXL15	507	0.03242156282067299	-0.21353541	No	
row_7	ASB16	549	0.03090732917189598	-0.22007339	No	
row_8	FBXO17	567	0.029962945729494095	-0.20276582	No	
row_9	ASB14	573	0.029726870357990265	-0.17325982	No	
row_10	KLHL41	590	0.028403647243976593	-0.1567331	No	
row_11	RXRA	640	0.025601081550121307	-0.17778164	No	
row_12	ASB5	707	0.019984649494290352	-0.2230584	No	
row_13	OBSL1	764	0.012847581878304482	-0.26627204	No	
row_14	PRSS41	767	0.012141071259975433	-0.25417742	No	
row_15	ASB2	786	0.006840291433036327	-0.264903	No	
row_16	PIGC	815	-0.008114062249660492	-0.28453657	No	
row_17	LYPD6B	818	-0.009350423701107502	-0.2756998	No	
row_18	MUC21	850	-0.015333541668951511	-0.29002377	Yes	
row_19	ALG14	859	-0.016904493793845177	-0.27860528	Yes	
row_20	RNF152	866	-0.017513545230031013	-0.26439676	Yes	
row_21	RNF7	870	-0.018433179706335068	-0.24599616	Yes	
row_22	RAB8B	875	-0.01874891109764576	-0.22826646	Yes	
row_23	COMMD1	899	-0.02085038460791111	-0.227834	Yes	
row_24	TRAPPC6B	927	-0.0231044739484787	-0.2289281	Yes	
row_25	C1GALT1	928	-0.023345058783888817	-0.2016748	Yes	
row_26	GALNT3	936	-0.02429082617163658	-0.18059392	Yes	
row_27	RNF128	939	-0.02460026741027832	-0.15395428	Yes	
row_28	RAB30	944	-0.025114044547080994	-0.12879387	Yes	
row_29	GALNT4	973	-0.02888948656618595	-0.12417396	Yes	
row_30	RAET1L	977	-0.02950230799615383	-0.09285113	Yes	
row_31	SRD5A3	980	-0.03013598918914795	-0.059749026	Yes	
row_32	NR3C2	987	-0.031117776408791542	-0.02965878	Yes	
row_33	C1GALT1C1	989	-0.031638626009225845	0.006237019	Yes	
