NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	PIP5K1C	16	0.04133864492177963	0.041340016	No	
row_1	CSNK1G2	163	0.03957892209291458	-0.05366379	No	
row_2	PLA2G3	180	0.03941269591450691	-0.015017482	No	
row_3	ACBD4	253	0.03875412419438362	-0.034964785	No	
row_4	CRAT	273	0.03838105872273445	-8.50967E-4	No	
row_5	PLA2G4B	292	0.038064513355493546	0.033849988	No	
row_6	CIDEA	368	0.03663094714283943	0.007843524	No	
row_7	MECR	390	0.03587143123149872	0.036387548	No	
row_8	PLIN1	409	0.03537909686565399	0.067332566	No	
row_9	ACOT6	498	0.03283851221203804	0.022633595	No	
row_10	SMARCD3	528	0.03167534992098808	0.03706988	No	
row_11	RXRA	640	0.025601081550121307	-0.04143857	No	
row_12	PLIN3	665	0.02346751093864441	-0.033332765	No	
row_13	PLIN2	682	0.02203156240284443	-0.0189964	No	
row_14	ALOX5AP	736	0.017050445079803467	-0.049731877	No	
row_15	FDX1	817	-0.008697372861206532	-0.11995668	No	
row_16	MTMR2	854	-0.01580209657549858	-0.13493042	Yes	
row_17	GC	872	-0.0186736062169075	-0.1263205	Yes	
row_18	BAAT	893	-0.020364979282021523	-0.11843455	Yes	
row_19	TBL1XR1	901	-0.020881734788417816	-0.09643758	Yes	
row_20	PRKACB	903	-0.021266216412186623	-0.06772367	Yes	
row_21	UGT8	935	-0.024240927770733833	-0.0657452	Yes	
row_22	SLC44A5	971	-0.02810998447239399	-0.062474772	Yes	
row_23	SRD5A3	980	-0.03013598918914795	-0.028564306	Yes	
row_24	MSMO1	985	-0.030731530860066414	0.0102985725	Yes	
