Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
PDAC200T_F8-9kf_R1	81.35830723031899	62.0	75.0	27.27272727272727	61595775.0
PDAC200T_F8-9kf_R2	80.83154034181199	62.0	75.0	36.36363636363637	61595775.0
PDAC200Tkf_R1	44.56233832985951	47.0	75.0	0.0	82435967.0
PDAC200Tkf_R2	45.093328929484414	47.0	75.0	9.090909090909092	82435967.0
PDAC201T_F8-9kf_R1	72.33104199227895	58.0	75.0	9.090909090909092	69079833.0
PDAC201T_F8-9kf_R2	73.32096030439638	59.0	75.0	9.090909090909092	69079833.0
PDAC201Tkf_R1	66.6485143212048	51.0	75.0	18.181818181818183	141691555.0
PDAC201Tkf_R2	66.10178490089741	52.0	75.0	18.181818181818183	141691555.0
PDAC202T_F8-9kf_R1	48.35544667921031	49.0	75.0	0.0	47358095.0
PDAC202T_F8-9kf_R2	50.726301863259174	49.0	75.0	9.090909090909092	47358095.0
PDAC202Tkf_R1	59.35076405344558	48.0	75.0	9.090909090909092	109628924.0
PDAC202Tkf_R2	59.501439931910575	48.0	75.0	18.181818181818183	109628924.0
PDAC203T_F8-9kf_R1	82.31234089407496	61.0	75.0	9.090909090909092	88895298.0
PDAC203T_F8-9kf_R2	81.79813069943646	61.0	75.0	9.090909090909092	88895298.0
PDAC203Tkf_R1	50.45505538971513	48.0	75.0	18.181818181818183	83000378.0
PDAC203Tkf_R2	50.40772134163815	48.0	75.0	27.27272727272727	83000378.0
PDAC204T_F8-9kf_R1	74.3593648446199	59.0	75.0	36.36363636363637	51022541.0
PDAC204T_F8-9kf_R2	74.27464454189848	60.0	75.0	36.36363636363637	51022541.0
PDAC204Tkf_R1	57.91746353749914	49.0	75.0	18.181818181818183	96969440.0
PDAC204Tkf_R2	58.79700562140954	49.0	75.0	27.27272727272727	96969440.0
PDAC205T_F8-9kf_R1	63.19936508049389	54.0	75.0	9.090909090909092	62790270.0
PDAC205T_F8-9kf_R2	65.035764118998	54.0	75.0	9.090909090909092	62790270.0
PDAC205Tkf_R1	64.1233938863414	50.0	75.0	18.181818181818183	85447009.0
PDAC205Tkf_R2	60.81453470729502	51.0	75.0	18.181818181818183	85447009.0
PDAC206T_F8-9kf_R1	61.228080467568475	53.0	75.0	9.090909090909092	41026293.0
PDAC206T_F8-9kf_R2	60.9073513846351	53.0	75.0	9.090909090909092	41026293.0
PDAC206Tkf_R1	72.6699284990136	51.0	75.0	9.090909090909092	171282765.0
PDAC206Tkf_R2	73.04848696652437	51.0	75.0	9.090909090909092	171282765.0
PDAC207T_F8-9kf_R1	63.38977010748813	54.0	75.0	9.090909090909092	87346834.0
PDAC207T_F8-9kf_R2	62.34022589534394	55.0	75.0	27.27272727272727	87346834.0
PDAC207Tkf_R1	56.88894478236127	53.0	75.0	18.181818181818183	84509032.0
PDAC207Tkf_R2	56.67545212772895	53.0	75.0	18.181818181818183	84509032.0
PDAC208T_F8-9kf_R1	75.47282883228641	59.0	75.0	9.090909090909092	54323237.0
PDAC208T_F8-9kf_R2	73.68105975195714	60.0	75.0	9.090909090909092	54323237.0
PDAC208Tkf_R1	62.16420579378824	50.0	75.0	18.181818181818183	100639199.0
PDAC208Tkf_R2	58.222533195404104	50.0	75.0	27.27272727272727	100639199.0
PDAC209T_F8-9kf_R1	54.605943832441476	52.0	75.0	18.181818181818183	38738492.0
PDAC209T_F8-9kf_R2	57.04358302492896	52.0	75.0	9.090909090909092	38738492.0
PDAC209Tkf_R1	62.96877958055656	50.0	75.0	27.27272727272727	88184233.0
PDAC209Tkf_R2	62.953744122062666	50.0	75.0	18.181818181818183	88184233.0
PDAC210T_F8-9kf_R1	71.45878006548679	58.0	75.0	9.090909090909092	46971017.0
PDAC210T_F8-9kf_R2	69.27316086108976	59.0	75.0	9.090909090909092	46971017.0
PDAC210Tkf_R1	60.867849745052055	49.0	75.0	18.181818181818183	73537954.0
PDAC210Tkf_R2	57.10400935502812	49.0	75.0	18.181818181818183	73537954.0
PDAC211T_F8-9kf_R1	59.71371850023133	54.0	75.0	27.27272727272727	52168099.0
PDAC211T_F8-9kf_R2	60.75836326148259	55.0	75.0	18.181818181818183	52168099.0
PDAC211Tkf_R1	60.651610442698136	48.0	75.0	27.27272727272727	112601544.0
PDAC211Tkf_R2	60.72992793309878	48.0	75.0	18.181818181818183	112601544.0
PDAC212T_F8-9kf_R1	64.39158943542212	54.0	75.0	9.090909090909092	59727003.0
PDAC212T_F8-9kf_R2	65.86181670633405	54.0	75.0	9.090909090909092	59727003.0
PDAC213T_F8-9kf_R1	81.65855521735358	58.0	75.0	9.090909090909092	70423752.0
PDAC213T_F8-9kf_R2	81.00189337798271	58.0	75.0	18.181818181818183	70423752.0
PDAC213Tkf_R1	70.41590915247687	53.0	75.0	18.181818181818183	129927372.0
PDAC213Tkf_R2	70.6759172404798	53.0	75.0	27.27272727272727	129927372.0
PDAC214T_F8-9kf_R1	79.60496141284288	59.0	75.0	9.090909090909092	70375106.0
PDAC214T_F8-9kf_R2	79.2821908609817	59.0	75.0	18.181818181818183	70375106.0
PDAC214Tkf_R1	70.36366626619326	54.0	75.0	9.090909090909092	86425860.0
PDAC214Tkf_R2	69.98494206653604	54.0	75.0	27.27272727272727	86425860.0
PDAC215T_F8-9kf_R1	91.27205924869641	61.0	75.0	27.27272727272727	67166469.0
PDAC215T_F8-9kf_R2	90.46526222385039	63.0	75.0	36.36363636363637	67166469.0
PDAC215Tkf_R1	67.02508023755442	54.0	75.0	18.181818181818183	128683536.0
PDAC215Tkf_R2	66.61353792960657	54.0	75.0	18.181818181818183	128683536.0
PDAC216T_F8-9kf_R1	70.28849077463394	56.0	75.0	9.090909090909092	55306239.0
PDAC216T_F8-9kf_R2	72.56447973375832	56.0	75.0	9.090909090909092	55306239.0
PDAC216Tkf_R1	60.47686560388391	50.0	75.0	18.181818181818183	95173815.0
PDAC216Tkf_R2	60.65780642982057	50.0	75.0	18.181818181818183	95173815.0
PDAC217T_F8-9kf_R1	77.23805305959709	60.0	75.0	27.27272727272727	56001519.0
PDAC217T_F8-9kf_R2	77.12655850753364	60.0	75.0	27.27272727272727	56001519.0
PDAC217Tkf_R1	71.15732085850547	55.0	75.0	9.090909090909092	89666995.0
PDAC217Tkf_R2	71.11563173861445	56.0	75.0	18.181818181818183	89666995.0
PDAC218T_F8-9kf_R1	65.70518159756185	53.0	75.0	18.181818181818183	55098415.0
PDAC218T_F8-9kf_R2	66.92810088541293	53.0	75.0	9.090909090909092	55098415.0
PDAC218Tkf_R1	77.91246047144368	53.0	75.0	18.181818181818183	106929149.0
PDAC218Tkf_R2	76.82868695676486	53.0	75.0	18.181818181818183	106929149.0
PDAC219T_F8-9kf_R1	66.07652616028942	56.0	75.0	9.090909090909092	40071065.0
PDAC219T_F8-9kf_R2	65.25715457429416	57.0	75.0	9.090909090909092	40071065.0
PDAC219Tkf_R1	59.69576698484426	51.0	75.0	18.181818181818183	105128794.0
PDAC219Tkf_R2	60.50480439018466	51.0	75.0	27.27272727272727	105128794.0
PDAC220T_F8-9kf_R1	86.72281621630252	61.0	75.0	27.27272727272727	58276348.0
PDAC220T_F8-9kf_R2	85.63281409742825	62.0	75.0	27.27272727272727	58276348.0
PDAC220Tkf_R1	64.99325898298301	51.0	75.0	18.181818181818183	98679036.0
PDAC220Tkf_R2	65.04476257981813	52.0	75.0	27.27272727272727	98679036.0
PDAC221T_F8-9kf_R1	73.91618701888896	57.0	75.0	9.090909090909092	40149883.0
PDAC221T_F8-9kf_R2	73.44575297590583	57.0	75.0	9.090909090909092	40149883.0
PDAC221Tkf_R1	68.54501705924528	52.0	75.0	27.27272727272727	88746346.0
PDAC221Tkf_R2	65.91899355446697	53.0	75.0	18.181818181818183	88746346.0
PDAC222T_F8-9kf_R1	73.46367724147393	56.0	75.0	27.27272727272727	47144540.0
PDAC222T_F8-9kf_R2	73.66229945314775	57.0	75.0	9.090909090909092	47144540.0
PDAC222Tkf_R1	69.12042283003028	51.0	75.0	18.181818181818183	97664268.0
PDAC222Tkf_R2	71.37953663906569	51.0	75.0	27.27272727272727	97664268.0
PDAC223T_F8-9kf_R1	75.51344482449716	57.0	75.0	9.090909090909092	52967955.0
PDAC223T_F8-9kf_R2	75.25562725598397	56.0	75.0	18.181818181818183	52967955.0
PDAC223Tkf_R1	65.0472900149309	52.0	75.0	18.181818181818183	102510746.0
PDAC223Tkf_R2	65.31998842660894	52.0	75.0	18.181818181818183	102510746.0
PDAC224T_F8-9kf_R1	58.59615540348969	51.0	75.0	9.090909090909092	56408536.0
PDAC224T_F8-9kf_R2	60.7997954068735	52.0	75.0	18.181818181818183	56408536.0
PDAC224Tkf_R1	70.00155150334768	52.0	75.0	18.181818181818183	92108774.0
PDAC224Tkf_R2	69.38227802681706	53.0	75.0	27.27272727272727	92108774.0
PDAC225T_F8-9kf_R1	56.856171291269234	54.0	75.0	9.090909090909092	49306954.0
PDAC225T_F8-9kf_R2	58.890996690177786	54.0	75.0	18.181818181818183	49306954.0
PDAC225Tkf_R1	59.641158784057154	50.0	75.0	18.181818181818183	93773979.0
PDAC225Tkf_R2	59.727527167689615	51.0	75.0	27.27272727272727	93773979.0
PDAC226T_F8-9kf_R1	87.58663502178939	61.0	75.0	27.27272727272727	81352836.0
PDAC226T_F8-9kf_R2	85.85192248784581	63.0	75.0	45.45454545454545	81352836.0
PDAC226Tkf_R1	62.71259813825976	52.0	75.0	18.181818181818183	110026787.0
PDAC226Tkf_R2	62.085998967443714	52.0	75.0	27.27272727272727	110026787.0
PDAC227T_F8-9kf_R1	61.58801964471501	54.0	75.0	9.090909090909092	48484530.0
PDAC227T_F8-9kf_R2	64.83482462207931	55.0	75.0	9.090909090909092	48484530.0
PDAC227Tkf_R1	72.76608971297009	54.0	75.0	9.090909090909092	81578995.0
PDAC227Tkf_R2	72.71773728883349	54.0	75.0	27.27272727272727	81578995.0
