Module	Section	Sample Name	Source
BBTools	all_sections	PDAC200T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC200T_F8-9kf_stats.txt
BBTools	all_sections	PDAC201T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC201T_F8-9kf_stats.txt
BBTools	all_sections	PDAC202T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC202T_F8-9kf_stats.txt
BBTools	all_sections	PDAC203T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC203T_F8-9kf_stats.txt
BBTools	all_sections	PDAC204T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC204T_F8-9kf_stats.txt
BBTools	all_sections	PDAC205T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC205T_F8-9kf_stats.txt
BBTools	all_sections	PDAC206T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC206T_F8-9kf_stats.txt
BBTools	all_sections	PDAC207T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC207T_F8-9kf_stats.txt
BBTools	all_sections	PDAC208T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC208T_F8-9kf_stats.txt
BBTools	all_sections	PDAC209T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC209T_F8-9kf_stats.txt
BBTools	all_sections	PDAC210T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC210T_F8-9kf_stats.txt
BBTools	all_sections	PDAC211T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC211T_F8-9kf_stats.txt
BBTools	all_sections	PDAC212T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC212T_F8-9kf_stats.txt
BBTools	all_sections	PDAC213T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC213T_F8-9kf_stats.txt
BBTools	all_sections	PDAC214T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC214T_F8-9kf_stats.txt
BBTools	all_sections	PDAC215T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC215T_F8-9kf_stats.txt
BBTools	all_sections	PDAC216T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC216T_F8-9kf_stats.txt
BBTools	all_sections	PDAC217T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC217T_F8-9kf_stats.txt
BBTools	all_sections	PDAC218T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC218T_F8-9kf_stats.txt
BBTools	all_sections	PDAC219T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC219T_F8-9kf_stats.txt
BBTools	all_sections	PDAC220T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC220T_F8-9kf_stats.txt
BBTools	all_sections	PDAC221T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC221T_F8-9kf_stats.txt
BBTools	all_sections	PDAC222T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC222T_F8-9kf_stats.txt
BBTools	all_sections	PDAC223T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC223T_F8-9kf_stats.txt
BBTools	all_sections	PDAC224T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC224T_F8-9kf_stats.txt
BBTools	all_sections	PDAC225T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC225T_F8-9kf_stats.txt
BBTools	all_sections	PDAC226T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC226T_F8-9kf_stats.txt
BBTools	all_sections	PDAC227T_F8-9kf_stats	/work/jsolorzano/kf_fastqs/PDAC227T_F8-9kf_stats.txt
FastQC	all_sections	PDAC200T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC200T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC200T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC200T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC201T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC201T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC201T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC201T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC202T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC202T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC203T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC203T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC203T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC203T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC204T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC204T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC204T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC204T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC205T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC205T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC205T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC205T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC206T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC206T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC206T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC206T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC207T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC207T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC207T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC207T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC208T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC208T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC208T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC208T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC209T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC209T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC209T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC209T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC210T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC210T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC210T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC210T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC211T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC211T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC211T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC211T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC212T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC212T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC212T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC212T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC213T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC213T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC213T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC213T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC214T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC214T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC214T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC214T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC215T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC215T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC215T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC215T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC216T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC216T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC216T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC216T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC217T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC217T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC217T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC217T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC218T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC218T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC218T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC218T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC219T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC219T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC219T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC219T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC220T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC220T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC220T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC220T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC221T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC221T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC221T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC221T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC222T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC222T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC222T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC222T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC223T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC223T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC223T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC223T_F8-9kf_R2_fastqc.zip
FastQC	all_sections	PDAC224T_F8-9kf_R1	/work/jsolorzano/kf_fastqs/PDAC224T_F8-9kf_R1_fastqc.zip
FastQC	all_sections	PDAC224T_F8-9kf_R2	/work/jsolorzano/kf_fastqs/PDAC224T_F8-9kf_R2_fastqc.zip
