hs1	17056	17232	2	2	1	0	3	25
hs1	143012	146385	2	2	1	0	4	35
hs1	143012	153353	2	2	0	0	1	14
hs1	146510	155766	2	2	1	0	5	18
hs1	153544	155766	2	2	0	0	1	14
hs1	320939	322037	1	1	0	0	6	36
hs1	667588	668686	2	2	0	0	11	36
hs1	667588	672092	2	2	0	0	13	36
hs1	667588	675508	2	2	0	0	13	36
hs1	670994	672092	2	2	0	0	13	36
hs1	670994	675508	2	2	0	0	13	36
hs1	674405	675508	2	2	0	0	13	36
hs1	678731	682074	2	2	1	0	4	35
hs1	678731	689042	2	2	0	0	1	14
hs1	689233	691456	2	2	0	0	1	14
hs1	705093	708355	2	2	1	0	1	34
hs1	774727	774810	2	2	0	0	1	15
hs1	774727	774852	2	2	0	0	1	15
hs1	774727	774894	2	2	0	0	1	15
hs1	774727	774964	2	2	0	0	1	15
hs1	788147	788770	1	1	1	0	2	34
hs1	891394	891474	2	2	1	3	0	36
hs1	983276	983391	1	1	1	1	0	31
hs1	987026	987107	1	1	1	1	0	11
hs1	1154308	1158623	2	2	1	2	0	32
hs1	1159349	1163847	2	2	1	2	0	11
hs1	1190868	1191424	2	2	1	1	0	14
hs1	1197771	1198725	2	2	1	2	0	21
hs1	1198767	1203241	2	2	1	1	0	18
hs1	1235449	1235537	2	2	1	2	0	32
hs1	1235583	1235888	2	2	1	1	0	25
hs1	1236073	1237367	2	2	1	1	0	16
hs1	1250343	1250783	2	2	1	4	0	19
hs1	1250819	1250899	2	2	1	9	0	33
hs1	1275558	1275626	2	2	1	2	0	25
hs1	1278139	1284275	2	2	1	2	0	33
hs1	1309283	1309379	2	2	1	1	0	17
hs1	1325752	1325838	2	2	1	5	0	28
hs1	1325944	1326145	2	2	1	24	0	36
hs1	1328184	1328775	2	2	1	1	0	31
hs1	1330895	1333612	2	2	1	3	0	3
hs1	1330918	1333612	2	2	1	1	0	8
hs1	1333723	1333976	2	2	1	8	0	36
hs1	1337637	1341188	2	2	1	1	0	33
hs1	1341267	1342288	2	2	1	1	0	10
hs1	1414489	1416246	1	1	1	0	2	17
hs1	1417684	1417924	1	1	1	1	0	9
hs1	1425805	1425942	1	1	1	1	0	27
hs1	1453156	1454300	1	1	1	0	2	17
hs1	1479368	1480242	2	2	1	14	0	29
hs1	1572876	1573123	2	2	1	3	0	33
hs1	1573246	1573861	2	2	1	1	10	28
hs1	1575814	1576408	2	2	1	0	14	34
hs1	1576475	1577022	2	2	1	0	3	37
hs1	1586939	1588824	2	2	1	0	1	23
hs1	1601591	1602947	2	2	1	1	0	14
hs1	1607030	1607502	2	2	1	0	22	35
hs1	1636465	1637080	2	2	1	0	10	28
hs1	1639024	1639618	2	2	1	0	14	34
hs1	1639685	1640232	2	2	1	0	3	37
