hs1	14830	14969	2	2	1	0	25	37
hs1	15039	15795	2	2	1	0	9	21
hs1	16766	16857	2	2	1	0	2	31
hs1	17056	17232	2	2	1	0	11	27
hs1	17743	17914	2	2	1	0	4	37
hs1	18062	18267	2	2	1	0	28	33
hs1	18367	24737	2	2	1	0	6	35
hs1	18370	18500	2	2	0	0	5	25
hs1	18370	24737	2	2	0	0	1	19
hs1	18380	24737	2	2	1	0	9	31
hs1	169265	172556	2	2	1	0	4	15
hs1	172689	173752	2	2	1	0	1	17
hs1	320939	321031	1	1	1	0	4	30
hs1	321265	322037	1	1	1	0	3	28
hs1	324346	324438	1	1	1	0	1	6
hs1	672000	672092	2	2	0	0	2	21
hs1	672000	675508	2	2	0	0	2	21
hs1	705093	708355	2	2	1	0	12	27
hs1	880181	880421	2	2	1	2	0	13
hs1	880527	880897	2	2	1	2	0	29
hs1	881034	881552	2	2	1	3	0	25
hs1	881667	881781	2	2	1	1	0	5
hs1	881926	883510	2	2	1	2	0	5
hs1	883613	883869	2	2	1	2	0	37
hs1	886619	887379	2	2	1	3	0	30
hs1	888669	889161	2	2	1	1	0	29
hs1	889273	889383	2	2	1	1	0	34
hs1	889463	891302	2	2	1	3	0	25
hs1	889904	891302	2	2	1	1	0	17
hs1	891596	892273	2	2	1	2	0	25
hs1	892406	892478	2	2	1	12	0	37
hs1	892424	892478	2	2	0	2	0	21
hs1	907531	907667	1	1	1	1	0	29
hs1	925904	927780	2	2	0	0	1	28
hs1	943660	949363	1	1	0	1	0	32
hs1	955754	957580	1	1	1	35	0	37
hs1	957843	970656	1	1	1	52	0	37
hs1	970705	976044	1	1	1	9	0	25
hs1	977543	978618	1	1	1	1	0	32
hs1	979113	979202	1	1	1	5	0	36
hs1	979404	979488	1	1	1	12	0	18
hs1	979561	979713	1	1	0	1	0	13
hs1	979638	979713	1	1	1	7	0	21
hs1	980904	981112	1	1	1	19	0	30
hs1	981469	981539	1	1	1	4	0	36
hs1	982835	982952	1	1	1	22	0	34
hs1	983276	983391	1	1	1	2	0	14
hs1	984440	984615	1	1	1	1	0	28
hs1	985418	985612	1	1	1	1	0	29
hs1	985972	986105	1	1	1	3	0	13
hs1	987026	987107	1	1	1	19	0	31
hs1	987196	989132	1	1	1	43	0	37
hs1	989358	989827	1	1	1	9	0	37
hs1	1153069	1153837	2	2	1	4	0	13
hs1	1153185	1153837	2	2	1	2	0	20
hs1	1154014	1154148	2	2	1	3	0	36
hs1	1154303	1158623	2	2	0	2	0	24
